fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality,density-kg/m^3,quality classification,Red,White
7.8,0.3,0.74,1.8,0.033,33.0,0.3456221198156682,3.29,0.52,12.8,6,991.0,Media,0,1
9.1,0.28,0.49,2.0,0.059,10.0,0.24423963133640553,3.15,0.46,10.1,5,995.8000000000001,Mala,0,1
7.1,0.34,0.49,1.5,0.027,26.0,0.2764976958525346,3.3,0.33,12.2,7,990.0,Media,0,1
7.8,0.3,0.74,1.8,0.033,33.0,0.3456221198156682,3.29,0.52,12.8,6,991.0,Media,0,1
9.1,0.28,0.49,2.0,0.059,10.0,0.24423963133640553,3.15,0.46,10.1,5,995.8000000000001,Mala,0,1
8.5,0.19,0.49,3.5,0.044,29.0,0.2557603686635945,3.14,0.51,10.1,6,993.8000000000001,Media,0,1
7.6,0.18,0.49,18.05,0.046,36.0,0.35023041474654376,3.06,0.41,9.2,5,999.6,Mala,0,1
7.5,0.19,0.49,1.8,0.055,19.0,0.23963133640552994,3.33,0.44,9.9,5,994.6,Mala,0,1
7.4,0.3,0.49,8.2,0.055,49.0,0.41935483870967744,3.52,0.58,9.7,6,997.4,Media,0,1
6.7,0.3,0.74,5.0,0.038,35.0,0.347926267281106,3.21,0.46,9.9,5,994.5,Mala,0,1
6.6,0.3,0.74,4.6,0.041,36.0,0.35253456221198154,3.21,0.45,9.9,5,994.6,Mala,0,1
7.4,0.3,0.49,8.2,0.055,49.0,0.41935483870967744,3.52,0.58,9.7,6,997.4,Media,0,1
6.9,0.22,0.49,7.0,0.063,50.0,0.37327188940092165,3.54,0.5,10.3,6,995.7,Media,0,1
7.8,0.26,0.49,3.1,0.045,21.0,0.2534562211981567,3.16,0.35,10.3,5,993.1,Mala,0,1
8.5,0.17,0.49,8.8,0.048,23.0,0.2350230414746544,2.88,0.34,10.5,4,994.7,Mala,0,1
6.8,0.17,0.74,2.4,0.053,61.0,0.4055299539170507,3.63,0.76,10.5,6,995.3,Media,0,1
6.2,0.27,0.49,1.4,0.05,20.0,0.15668202764976957,3.32,0.44,9.8,6,993.1,Media,0,1
7.1,0.64,0.49,1.8,0.05,17.0,0.28110599078341014,3.31,0.58,10.6,4,994.6,Mala,0,1
6.4,0.18,0.74,11.9,0.046,54.0,0.37327188940092165,3.58,0.68,10.1,5,997.8000000000001,Mala,0,1
7.6,0.31,0.49,13.4,0.062,50.0,0.42626728110599077,3.22,0.53,9.0,4,998.9,Mala,0,1
9.8,0.31,0.49,15.4,0.046,13.0,0.26036866359447003,3.18,0.45,9.5,5,993.9111841559518,Mala,0,1
9.0,0.3,0.49,7.2,0.039,32.0,0.17972350230414746,2.94,0.32,11.5,6,993.8000000000001,Media,0,1
8.4,0.24,0.49,7.4,0.039,46.0,0.2350230414746544,3.03,0.33,11.9,7,993.4,Media,0,1
6.4,0.18,0.74,11.9,0.046,54.0,0.37327188940092165,3.58,0.68,10.1,5,997.8000000000001,Mala,0,1
6.4,0.25,0.74,7.8,0.045,52.0,0.46774193548387094,3.21,0.42,9.2,6,995.6,Media,0,1
7.3,0.3,0.74,13.5,0.039,46.0,0.3663594470046083,3.02,0.4,8.7,5,998.1999999999999,Mala,0,1
9.3,0.31,0.49,1.3,0.042,34.0,0.3248847926267281,3.11,0.46,9.8,5,994.8000000000001,Mala,0,1
6.4,0.25,0.74,7.8,0.045,52.0,0.46774193548387094,3.21,0.42,9.2,6,995.6,Media,0,1
7.3,0.3,0.74,13.5,0.039,46.0,0.3663594470046083,3.02,0.4,8.7,5,998.1999999999999,Mala,0,1
7.0,0.27,0.74,1.5,0.036,27.0,0.2672811059907834,3.35,0.48,11.2,6,992.6,Media,0,1
7.9,0.14,0.74,1.2,0.028,30.0,0.3663594470046083,3.08,0.82,12.3,6,991.0,Media,0,1
6.4,0.12,0.49,6.4,0.042,49.0,0.35714285714285715,3.34,0.44,10.4,6,994.5,Media,0,1
6.8,0.21,0.74,1.2,0.047,25.0,0.24193548387096775,3.13,0.41,10.7,6,991.6,Media,0,1
8.6,0.16,0.49,7.3,0.043,9.0,0.1313364055299539,3.13,0.59,10.5,6,995.3,Media,0,1
7.0,0.29,0.49,3.8,0.047,37.0,0.2995391705069124,2.95,0.4,9.4,6,993.8000000000001,Media,0,1
6.4,0.27,0.49,7.3,0.046,53.0,0.4608294930875576,3.24,0.43,9.2,6,995.6,Media,0,1
6.6,0.55,0.01,2.7,0.034,56.0,0.2672811059907834,3.15,0.3,11.9,5,990.6,Mala,0,1
6.4,0.27,0.49,7.3,0.046,53.0,0.4608294930875576,3.24,0.43,9.2,6,995.6,Media,0,1
6.3,0.24,0.74,1.4,0.172,24.0,0.2350230414746544,3.27,0.39,9.9,6,993.1999999999999,Media,0,1
6.7,0.33,0.49,1.6,0.167,20.0,0.20276497695852536,3.11,0.5,11.4,6,991.4,Media,0,1
7.0,0.29,0.49,3.8,0.047,37.0,0.2995391705069124,2.95,0.4,9.4,6,993.8000000000001,Media,0,1
8.2,0.34,0.49,8.0,0.046,55.0,0.5,3.08,0.52,10.7,6,996.0,Media,0,1
5.6,0.39,0.24,4.7,0.034,27.0,0.16359447004608296,3.28,0.36,12.7,5,990.6,Mala,0,1
5.6,0.41,0.24,1.9,0.034,10.0,0.10829493087557604,3.32,0.5,13.5,7,988.15,Media,0,1
6.7,0.41,0.01,2.8,0.048,39.0,0.30184331797235026,3.24,0.35,9.5,5,994.1999999999999,Mala,0,1
7.1,0.26,0.49,2.2,0.032,31.0,0.2465437788018433,3.37,0.42,12.9,9,990.3,Alta,0,1
7.5,0.32,0.49,1.7,0.031,44.0,0.23732718894009217,3.07,0.46,12.5,6,990.6,Media,0,1
5.8,0.19,0.49,4.9,0.04,44.0,0.25806451612903225,3.34,0.38,9.5,7,993.5,Media,0,1
6.9,0.27,0.49,23.5,0.057,59.0,0.5276497695852534,2.98,0.47,8.6,5,993.9111841559518,Mala,0,1
8.1,0.2,0.49,11.8,0.048,46.0,0.47465437788018433,3.09,0.46,10.0,7,996.8000000000001,Media,0,1
7.5,0.32,0.49,1.7,0.031,44.0,0.23732718894009217,3.07,0.46,12.5,6,990.6,Media,0,1
8.2,0.26,0.49,5.2,0.04,19.0,0.21658986175115208,3.12,0.34,10.1,6,994.1,Media,0,1
7.8,0.26,0.49,3.2,0.027,28.0,0.18663594470046083,3.03,0.32,11.3,7,991.9,Media,0,1
8.0,0.14,0.49,1.5,0.035,42.0,0.2626728110599078,3.26,0.4,10.6,7,992.8000000000001,Media,0,1
8.0,0.29,0.49,11.7,0.035,40.0,0.2880184331797235,3.14,0.34,10.8,5,995.8000000000001,Mala,0,1
7.5,0.19,0.49,1.6,0.047,42.0,0.3087557603686636,3.4,0.47,10.7,6,993.1999999999999,Media,0,1
6.9,0.34,0.49,7.3,0.045,61.0,0.4608294930875576,3.09,0.4,9.0,6,995.7,Media,0,1
6.2,0.2,0.49,1.6,0.065,17.0,0.315668202764977,3.22,0.52,9.2,6,993.7,Media,0,1
6.4,0.37,0.49,13.3,0.045,53.0,0.5460829493087558,3.14,0.48,8.5,6,998.1999999999999,Media,0,1
6.2,0.22,0.49,6.0,0.029,31.0,0.28110599078341014,3.41,0.36,11.3,8,992.8000000000001,Alta,0,1
7.8,0.26,0.49,3.2,0.027,28.0,0.18663594470046083,3.03,0.32,11.3,7,991.9,Media,0,1
8.9,0.32,0.49,1.6,0.05,17.0,0.2880184331797235,3.13,0.34,9.4,5,995.6,Mala,0,1
6.5,0.44,0.49,7.7,0.045,16.0,0.37557603686635943,3.11,0.37,8.7,6,995.7,Media,0,1
7.0,0.14,0.49,5.9,0.053,22.0,0.25806451612903225,3.36,0.36,9.4,6,995.4,Media,0,1
9.0,0.17,0.49,1.0,0.039,46.0,0.2880184331797235,3.09,0.51,10.5,7,993.0,Media,0,1
6.4,0.26,0.49,6.4,0.037,37.0,0.35714285714285715,3.38,0.53,9.7,6,995.4,Media,0,1
9.0,0.22,0.49,10.4,0.048,52.0,0.43548387096774194,3.31,0.44,10.2,6,998.7,Media,0,1
8.9,0.32,0.49,1.6,0.05,17.0,0.2880184331797235,3.13,0.34,9.4,5,995.6,Mala,0,1
8.2,0.2,0.49,3.5,0.057,14.0,0.2350230414746544,3.19,0.35,11.5,6,992.8000000000001,Media,0,1
7.8,0.15,0.24,7.7,0.047,21.0,0.2119815668202765,2.94,0.31,9.6,6,995.1,Media,0,1
6.9,0.25,0.24,1.8,0.053,6.0,0.26497695852534564,3.23,0.7,11.4,5,993.0,Mala,0,1
8.2,0.2,0.49,3.5,0.057,14.0,0.2350230414746544,3.19,0.35,11.5,6,992.8000000000001,Media,0,1
7.1,0.28,0.49,6.5,0.041,28.0,0.24193548387096775,3.41,0.58,12.2,8,992.6,Alta,0,1
7.4,0.19,0.49,6.7,0.037,15.0,0.23963133640552994,3.2,0.38,11.0,7,993.8000000000001,Media,0,1
8.3,0.25,0.49,16.8,0.048,50.0,0.511520737327189,3.03,0.52,9.2,6,993.9111841559518,Media,0,1
7.5,0.14,0.74,1.6,0.035,21.0,0.2764976958525346,3.26,0.45,10.2,6,993.3,Media,0,1
7.8,0.49,0.49,7.0,0.043,29.0,0.3294930875576037,3.21,0.33,10.0,5,995.1999999999999,Mala,0,1
8.1,0.12,0.49,1.2,0.042,43.0,0.3548387096774194,3.13,0.48,9.7,6,993.4,Media,0,1
7.6,0.47,0.49,13.0,0.239,42.0,0.4930875576036866,2.96,0.51,9.2,5,998.8000000000001,Mala,0,1
7.9,0.22,0.49,3.8,0.042,26.0,0.22811059907834103,3.1,0.39,10.5,5,993.0,Mala,0,1
7.8,0.49,0.49,7.0,0.043,29.0,0.3294930875576037,3.21,0.33,10.0,5,995.1999999999999,Mala,0,1
6.4,0.22,0.49,7.5,0.054,42.0,0.33410138248847926,3.27,0.52,10.1,6,994.8000000000001,Media,0,1
7.3,0.19,0.49,15.55,0.058,50.0,0.29493087557603687,3.42,0.36,9.1,7,999.8000000000001,Media,0,1
8.1,0.3,0.49,12.3,0.049,50.0,0.31797235023041476,3.09,0.57,10.2,7,997.1,Media,0,1
7.3,0.19,0.49,15.55,0.058,50.0,0.29493087557603687,3.42,0.36,9.1,7,999.8000000000001,Media,0,1
7.5,0.24,0.49,9.4,0.048,50.0,0.3294930875576037,3.17,0.59,10.5,7,996.1999999999999,Media,0,1
6.4,0.22,0.49,7.5,0.054,42.0,0.33410138248847926,3.27,0.52,10.1,6,994.8000000000001,Media,0,1
7.8,0.21,0.49,1.2,0.036,20.0,0.21428571428571427,3.05,0.28,12.1,7,990.0,Media,0,1
7.1,0.3,0.49,1.6,0.045,31.0,0.21658986175115208,3.4,0.59,10.2,5,994.1999999999999,Mala,0,1
6.9,0.26,0.49,1.6,0.058,39.0,0.3686635944700461,3.65,0.52,9.4,4,996.5,Mala,0,1
7.6,0.31,0.49,3.95,0.044,27.0,0.2880184331797235,3.08,0.67,12.8,7,991.1999999999999,Media,0,1
6.4,0.42,0.74,12.8,0.076,48.0,0.46774193548387094,3.12,0.58,9.0,6,997.8000000000001,Media,0,1
8.2,0.29,0.49,1.0,0.044,29.0,0.25806451612903225,3.24,0.36,10.9,4,992.8000000000001,Mala,0,1
7.9,0.33,0.28,31.6,0.053,35.0,0.391705069124424,3.15,0.38,8.8,6,993.9111841559518,Media,0,1
6.6,0.46,0.49,7.4,0.052,19.0,0.41013824884792627,3.11,0.38,9.0,5,995.6,Mala,0,1
7.8,0.28,0.49,1.3,0.046,27.0,0.31336405529953915,3.09,0.59,10.2,5,993.6,Mala,0,1
5.8,0.15,0.49,1.1,0.048,21.0,0.2119815668202765,3.19,0.48,9.2,5,992.9,Mala,0,1
7.8,0.4,0.49,7.8,0.06,34.0,0.35944700460829493,3.26,0.58,11.3,6,996.6,Media,0,1
6.6,0.31,0.49,7.7,0.05,52.0,0.4930875576036866,3.12,0.45,8.8,5,996.4,Mala,0,1
6.6,0.325,0.49,7.7,0.049,53.0,0.4861751152073733,3.16,0.4,9.3,5,996.0,Mala,0,1
6.6,0.27,0.49,7.8,0.049,62.0,0.4861751152073733,3.17,0.45,9.4,6,995.9,Media,0,1
6.7,0.26,0.49,8.3,0.047,54.0,0.42626728110599077,3.23,0.4,10.3,6,995.4,Media,0,1
6.7,0.21,0.49,1.4,0.047,30.0,0.2488479262672811,2.92,0.42,10.8,7,991.4,Media,0,1
7.9,0.33,0.28,31.6,0.053,35.0,0.391705069124424,3.15,0.38,8.8,6,993.9111841559518,Media,0,1
8.1,0.28,0.46,15.4,0.059,32.0,0.39400921658986177,3.27,0.58,9.0,4,993.9111841559518,Mala,0,1
6.5,0.13,0.37,1.0,0.036,48.0,0.2488479262672811,3.41,0.51,11.5,8,991.1,Alta,0,1
7.8,0.445,0.56,1.0,0.04,8.0,0.17972350230414746,3.25,0.43,10.8,5,993.8000000000001,Mala,0,1
8.8,0.39,0.34,5.9,0.055,33.0,0.28110599078341014,2.95,0.51,11.8,6,992.7,Media,0,1
7.9,0.18,0.33,1.2,0.033,20.0,0.15207373271889402,3.12,0.38,10.5,7,992.1999999999999,Media,0,1
7.1,0.31,0.38,1.2,0.036,10.0,0.271889400921659,3.14,0.44,9.9,6,992.4,Media,0,1
7.8,0.24,0.18,6.7,0.046,33.0,0.3548387096774194,3.2,0.56,9.8,6,996.3,Media,0,1
7.0,0.35,0.3,6.5,0.028,27.0,0.18663594470046083,3.4,0.42,11.4,7,993.6,Media,0,1
6.6,0.26,0.31,4.8,0.138,41.0,0.37327188940092165,3.2,0.38,9.3,5,995.1,Mala,0,1
6.6,0.27,0.31,5.3,0.137,35.0,0.3617511520737327,3.2,0.38,9.3,5,995.1,Mala,0,1
6.8,0.22,0.29,8.9,0.046,82.0,0.41935483870967744,3.3,0.44,10.3,6,995.5,Media,0,1
6.2,0.27,0.32,8.8,0.047,65.0,0.5023041474654378,3.17,0.47,8.9,5,996.1,Mala,0,1
7.0,0.35,0.3,6.5,0.028,27.0,0.18663594470046083,3.4,0.42,11.4,7,993.6,Media,0,1
7.3,0.23,0.37,1.8,0.032,60.0,0.3456221198156682,3.11,0.35,11.1,6,992.0,Media,0,1
6.2,0.3,0.2,6.6,0.045,42.0,0.3778801843317972,3.36,0.45,10.4,6,994.4,Media,0,1
6.4,0.35,0.2,5.7,0.034,18.0,0.2557603686635945,3.33,0.43,10.1,5,994.4,Mala,0,1
7.6,0.32,0.34,18.35,0.054,44.0,0.4400921658986175,3.22,0.55,9.0,5,993.9111841559518,Mala,0,1
6.3,0.31,0.3,10.0,0.046,49.0,0.47465437788018433,3.74,0.55,11.9,6,996.1999999999999,Media,0,1
7.2,0.25,0.28,14.4,0.055,55.0,0.45852534562211983,3.12,0.38,9.0,7,998.6,Media,0,1
7.2,0.25,0.28,14.4,0.055,55.0,0.45852534562211983,3.12,0.38,9.0,7,998.6,Media,0,1
7.3,0.26,0.33,17.85,0.049,41.5,0.43548387096774194,3.06,0.44,9.1,7,1000.0,Media,0,1
7.2,0.25,0.28,14.4,0.055,55.0,0.45852534562211983,3.12,0.38,9.0,7,998.6,Media,0,1
7.4,0.26,0.37,9.4,0.047,42.0,0.3248847926267281,3.46,0.72,10.0,5,998.1999999999999,Mala,0,1
7.3,0.26,0.33,17.85,0.049,41.5,0.43548387096774194,3.06,0.44,9.1,7,1000.0,Media,0,1
6.7,0.25,0.26,1.55,0.041,118.5,0.4838709677419355,3.55,0.63,9.4,3,994.9,Mala,0,1
7.1,0.16,0.25,1.3,0.034,28.0,0.2695852534562212,3.27,0.55,11.4,6,991.5,Media,0,1
9.0,0.43,0.3,1.5,0.05,7.0,0.38940092165898615,3.11,0.45,9.7,4,995.1,Mala,0,1
7.2,0.25,0.28,14.4,0.055,55.0,0.45852534562211983,3.12,0.38,9.0,7,998.6,Media,0,1
7.0,0.24,0.3,4.2,0.04,41.0,0.4769585253456221,3.28,0.49,11.8,6,992.7,Media,0,1
6.7,0.265,0.22,8.6,0.048,54.0,0.4423963133640553,3.25,0.41,10.2,5,995.5,Mala,0,1
7.7,0.12,0.32,1.4,0.06,47.0,0.3317972350230415,3.37,0.42,9.2,6,995.1999999999999,Media,0,1
7.2,0.21,0.33,3.0,0.036,35.0,0.2903225806451613,3.25,0.4,11.0,6,992.8000000000001,Media,0,1
8.5,0.32,0.36,14.9,0.041,47.0,0.423963133640553,3.08,0.31,10.0,6,998.1999999999999,Media,0,1
6.9,0.18,0.3,2.0,0.038,39.0,0.423963133640553,3.32,0.37,12.2,6,991.4,Media,0,1
7.0,0.24,0.3,4.2,0.04,41.0,0.4769585253456221,3.28,0.49,11.8,6,992.7,Media,0,1
6.3,0.26,0.29,2.2,0.043,35.0,0.38940092165898615,3.38,0.43,11.6,6,991.8000000000001,Media,0,1
6.7,0.26,0.3,1.8,0.043,25.0,0.26497695852534564,3.44,0.61,10.2,6,994.4,Media,0,1
7.9,0.29,0.36,11.1,0.033,43.0,0.46543778801843316,3.14,0.46,10.3,5,996.9,Mala,0,1
6.5,0.27,0.19,4.2,0.046,6.0,0.2488479262672811,3.25,0.35,8.6,4,995.5,Mala,0,1
6.7,0.33,0.42,6.4,0.058,27.0,0.33410138248847926,3.16,0.44,9.6,5,995.4,Mala,0,1
6.7,0.31,0.42,6.4,0.057,25.0,0.3271889400921659,3.16,0.45,9.6,5,995.5,Mala,0,1
6.6,0.25,0.31,1.5,0.035,32.0,0.27880184331797236,3.41,0.47,11.3,6,992.1,Media,0,1
6.4,0.24,0.22,1.5,0.038,38.0,0.347926267281106,3.41,0.55,9.9,6,993.4,Media,0,1
6.8,0.26,0.29,16.95,0.056,48.0,0.3986175115207373,3.45,0.4,9.6,5,999.8000000000001,Mala,0,1
7.0,0.61,0.26,1.7,0.051,25.0,0.35714285714285715,3.36,0.6,10.6,4,994.6,Mala,0,1
6.8,0.22,0.3,13.6,0.055,50.0,0.4009216589861751,3.44,0.39,9.8,5,998.4,Mala,0,1
8.1,0.31,0.24,1.6,0.032,10.0,0.14055299539170507,3.08,0.47,10.5,5,992.4,Mala,0,1
7.0,0.2,0.3,6.1,0.037,31.0,0.2626728110599078,3.24,0.51,10.8,5,993.9,Mala,0,1
7.9,0.18,0.37,3.0,0.061,25.0,0.39631336405529954,3.22,0.51,10.0,6,995.0,Media,0,1
6.6,0.34,0.27,6.2,0.059,23.0,0.2995391705069124,3.3,0.49,10.1,6,995.7,Media,0,1
6.8,0.3,0.24,6.6,0.123,35.0,0.2534562211981567,3.07,0.48,9.4,5,995.3,Mala,0,1
6.5,0.18,0.34,1.6,0.04,43.0,0.3271889400921659,3.32,0.59,11.5,8,991.1999999999999,Alta,0,1
7.0,0.21,0.31,6.0,0.046,29.0,0.2350230414746544,3.26,0.5,10.8,6,993.9,Media,0,1
6.8,0.27,0.32,1.5,0.044,19.0,0.31336405529953915,3.1,0.43,9.9,6,992.1,Media,0,1
9.3,0.2,0.33,1.7,0.05,28.0,0.39631336405529954,3.16,0.43,9.0,4,995.4,Mala,0,1
5.8,0.23,0.27,1.8,0.043,24.0,0.14516129032258066,3.38,0.31,9.4,6,993.3,Media,0,1
7.6,0.2,0.39,2.6,0.044,30.0,0.4009216589861751,3.46,0.44,10.8,7,994.1,Media,0,1
8.2,0.15,0.48,2.7,0.052,24.0,0.423963133640553,3.5,0.45,10.9,7,995.0,Media,0,1
7.5,0.4,1.0,19.5,0.041,33.0,0.3271889400921659,3.24,0.38,12.0,6,997.7,Media,0,1
6.5,0.18,0.34,1.6,0.04,43.0,0.3271889400921659,3.32,0.59,11.5,8,991.1999999999999,Alta,0,1
7.0,0.13,0.3,5.0,0.056,31.0,0.2672811059907834,3.47,0.42,10.5,6,994.5,Media,0,1
6.9,0.17,0.22,4.6,0.064,55.0,0.33640552995391704,3.29,0.37,9.3,6,995.1999999999999,Media,0,1
7.0,0.3,0.32,6.4,0.034,28.0,0.20967741935483872,3.23,0.44,11.8,6,992.4,Media,0,1
7.6,0.445,0.44,14.5,0.045,68.0,0.47465437788018433,3.48,0.36,10.0,6,998.6,Media,0,1
6.8,0.3,0.24,6.6,0.123,35.0,0.2534562211981567,3.07,0.48,9.4,5,995.3,Mala,0,1
7.5,0.22,0.33,6.7,0.036,45.0,0.30414746543778803,3.2,0.68,11.4,6,993.9,Media,0,1
9.2,0.23,0.3,1.1,0.031,40.0,0.21428571428571427,2.94,0.3,10.4,6,992.9,Media,0,1
8.7,0.34,0.46,13.8,0.055,68.0,0.4423963133640553,3.36,0.37,9.5,6,998.8000000000001,Media,0,1
6.6,0.545,0.04,2.5,0.031,48.0,0.24193548387096775,3.14,0.32,11.9,5,990.6,Mala,0,1
8.1,0.3,0.31,1.1,0.041,49.0,0.2695852534562212,2.99,0.45,11.1,6,991.4,Media,0,1
6.9,0.16,0.3,9.6,0.057,50.0,0.41244239631336405,3.39,0.38,9.6,6,997.8000000000001,Media,0,1
8.0,0.32,0.36,4.6,0.042,56.0,0.39631336405529954,3.29,0.47,12.0,6,992.8000000000001,Media,0,1
6.1,0.22,0.23,3.1,0.052,15.0,0.22580645161290322,3.14,0.42,8.7,5,994.8000000000001,Mala,0,1
6.9,0.16,0.3,9.6,0.057,50.0,0.41244239631336405,3.39,0.38,9.6,6,997.8000000000001,Media,0,1
7.5,0.15,0.38,1.8,0.054,19.0,0.21889400921658986,3.24,0.44,10.0,5,994.6,Mala,0,1
8.4,0.29,0.29,1.05,0.032,4.0,0.11290322580645161,2.91,0.32,11.4,4,990.8000000000001,Mala,0,1
6.6,0.37,0.47,6.5,0.061,23.0,0.3317972350230415,3.14,0.45,9.6,6,995.4,Media,0,1
7.7,0.38,0.4,2.0,0.038,28.0,0.33640552995391704,3.18,0.32,12.9,6,990.6,Media,0,1
6.3,0.25,0.23,14.9,0.039,47.0,0.31336405529953915,3.14,0.35,9.7,6,997.05,Media,0,1
8.3,0.3,0.36,10.0,0.042,33.0,0.37557603686635943,3.23,0.51,9.3,6,998.1999999999999,Media,0,1
6.6,0.22,0.58,1.1,0.133,52.0,0.2995391705069124,3.1,0.3,9.1,5,993.1999999999999,Mala,0,1
6.1,0.34,0.31,12.0,0.053,46.0,0.5345622119815668,3.16,0.48,8.6,5,997.7,Mala,0,1
7.5,0.22,0.29,4.8,0.05,33.0,0.18663594470046083,3.14,0.42,9.9,5,994.0,Mala,0,1
8.3,0.3,0.36,10.0,0.042,33.0,0.37557603686635943,3.23,0.51,9.3,6,998.1999999999999,Media,0,1
8.0,0.27,0.24,1.2,0.044,20.0,0.22119815668202766,3.28,0.42,10.9,5,992.9,Mala,0,1
6.1,0.17,0.27,1.5,0.056,45.0,0.29723502304147464,3.2,0.43,10.2,6,992.4,Media,0,1
7.4,0.18,0.3,10.4,0.045,44.0,0.3870967741935484,3.11,0.57,9.7,6,996.6,Media,0,1
6.7,0.16,0.28,2.5,0.046,40.0,0.3387096774193548,3.38,0.51,11.4,7,992.1,Media,0,1
6.1,0.255,0.44,12.3,0.045,53.0,0.4400921658986175,3.24,0.54,9.5,6,996.7,Media,0,1
7.4,0.23,0.25,1.4,0.049,43.0,0.31105990783410137,3.42,0.54,10.2,7,993.4,Media,0,1
6.4,0.16,0.28,2.2,0.042,33.0,0.20046082949308755,3.31,0.43,11.1,6,991.4,Media,0,1
6.3,0.25,0.23,14.9,0.039,47.0,0.31336405529953915,3.14,0.35,9.7,6,997.05,Media,0,1
6.7,0.27,0.25,8.0,0.053,54.0,0.45161290322580644,3.22,0.43,9.3,5,996.1,Mala,0,1
6.9,0.29,0.23,8.6,0.056,56.0,0.4815668202764977,3.17,0.44,8.8,5,996.7,Mala,0,1
9.6,0.21,0.28,1.2,0.038,12.0,0.10829493087557604,2.8,0.46,10.6,5,992.6,Mala,0,1
6.6,0.62,0.2,8.7,0.046,81.0,0.5023041474654378,3.17,0.44,9.3,5,996.05,Mala,0,1
6.4,0.28,0.19,5.4,0.042,67.0,0.4032258064516129,3.31,0.35,10.2,6,994.3499999999999,Media,0,1
8.0,0.3,0.28,5.7,0.044,31.0,0.271889400921659,3.16,0.51,10.2,6,994.8000000000001,Media,0,1
6.4,0.17,0.27,1.5,0.037,20.0,0.2119815668202765,3.46,0.42,11.0,7,991.6,Media,0,1
7.3,0.21,0.3,10.9,0.037,18.0,0.24423963133640553,3.4,0.5,9.6,6,997.0,Media,0,1
6.7,0.27,0.25,8.0,0.053,54.0,0.45161290322580644,3.22,0.43,9.3,5,996.1,Mala,0,1
6.9,0.29,0.23,8.6,0.056,56.0,0.4815668202764977,3.17,0.44,8.8,5,996.7,Mala,0,1
6.6,0.32,0.26,7.7,0.054,56.0,0.46774193548387094,3.17,0.45,8.8,5,996.1,Mala,0,1
7.4,0.32,0.22,1.7,0.051,50.0,0.3986175115207373,3.28,0.69,8.9,5,995.5,Mala,0,1
6.6,0.37,0.07,1.4,0.048,58.0,0.31797235023041476,3.17,0.38,10.0,5,992.1999999999999,Mala,0,1
7.7,0.43,0.28,4.5,0.046,33.0,0.22119815668202766,3.16,0.56,12.2,7,991.8000000000001,Media,0,1
7.8,0.39,0.26,9.9,0.059,33.0,0.4032258064516129,3.04,0.42,10.9,6,995.5,Media,0,1
6.5,0.18,0.26,1.4,0.041,40.0,0.31105990783410137,3.34,0.72,9.5,6,994.1,Media,0,1
7.8,0.4,0.26,9.5,0.059,32.0,0.39631336405529954,3.04,0.43,10.9,6,995.5,Media,0,1
7.8,0.39,0.26,9.9,0.059,33.0,0.4032258064516129,3.04,0.42,10.9,6,995.5,Media,0,1
6.9,0.19,0.28,3.0,0.054,33.0,0.21428571428571427,3.16,0.4,10.8,6,992.4,Media,0,1
7.7,0.49,1.0,19.6,0.03,28.0,0.29723502304147464,3.24,0.4,12.0,6,997.3,Media,0,1
6.6,0.25,0.35,14.0,0.069,42.0,0.3617511520737327,3.56,0.47,9.8,5,999.0,Mala,0,1
6.5,0.18,0.26,1.4,0.041,40.0,0.31105990783410137,3.34,0.72,9.5,6,994.1,Media,0,1
6.4,0.15,0.36,1.8,0.034,43.0,0.3317972350230415,3.42,0.69,11.0,8,992.1999999999999,Alta,0,1
6.4,0.15,0.36,1.8,0.034,43.0,0.3317972350230415,3.42,0.69,11.0,8,992.1999999999999,Alta,0,1
8.4,0.17,0.31,5.4,0.052,47.0,0.3317972350230415,3.24,0.38,9.8,5,995.3,Mala,0,1
6.1,0.32,0.37,1.8,0.051,13.0,0.4470046082949309,3.49,0.44,10.5,4,994.5,Mala,0,1
8.5,0.21,0.26,9.25,0.034,73.0,0.31336405529953915,3.05,0.37,11.4,6,994.5,Media,0,1
8.7,0.45,0.4,1.5,0.067,17.0,0.21658986175115208,3.27,0.57,10.1,6,995.7,Media,0,1
6.7,0.24,0.29,6.8,0.038,54.0,0.27880184331797236,3.33,0.46,11.6,7,993.1999999999999,Media,0,1
8.5,0.21,0.26,9.25,0.034,73.0,0.31336405529953915,3.05,0.37,11.4,6,994.5,Media,0,1
7.4,0.33,0.26,2.6,0.04,29.0,0.2511520737327189,3.07,0.52,11.8,7,991.3,Media,0,1
7.2,0.26,0.3,2.1,0.033,50.0,0.35023041474654376,3.33,0.43,12.1,7,990.9,Media,0,1
8.2,0.36,0.29,7.6,0.035,37.0,0.2672811059907834,3.16,0.34,12.0,5,993.9,Mala,0,1
7.8,0.2,0.24,1.6,0.026,26.0,0.4216589861751152,3.08,0.74,12.1,7,991.0,Media,0,1
9.4,0.16,0.3,1.4,0.042,26.0,0.391705069124424,3.15,0.46,9.1,5,995.4,Mala,0,1
6.4,0.33,0.24,1.6,0.054,25.0,0.2557603686635945,3.36,0.5,9.3,5,994.3,Mala,0,1
7.8,0.22,0.36,1.4,0.056,21.0,0.3387096774193548,3.2,0.53,10.4,6,993.0,Media,0,1
